,frequency,presence
oh wow hope,1,1.0
chilis mr presidente,1,1.0
can officially now,1,2.0
waking your kids,1,21.0
running successfuly via,1,2.0
much pain good,1,10.0
altaf bhai to,1,1.0
cold in your,1,1.0
while thank goodness,1,1.0
again yes it,1,1.0
groupie at this,1,1.0
stay up all,1,1.0
the vaccines we,1,1.0
played a bday,1,1.0
help me out,1,1.0
great i will,1,1.0
em live live,1,1.0
seen a film,1,1.0
marriage i have,1,1.0
the fate alot,1,1.0
they re doing,1,1.0
tomorrow night but,1,1.0
my picture on,1,1.0
another note this,1,1.0
soo tired on,1,1.0
screw would be,1,1.0
in dk is,1,1.0
whattaburger location is,1,1.0
ways i can,1,3.0
dc next week,1,1.0
girly day wif,1,1.0
grass on the,1,1.0
home through the,1,1.0
anyone run you,1,1.0
like so upset,1,1.0
its not achurley,1,1.0
you left me,1,1.0
can suck my,1,1.0
a somatic drawing,1,1.0
get a coffee,1,7.0
omg did i,1,8.0
words for part,1,1.0
big quot house,1,1.0
cool for me,1,1.0
from holiday there,1,1.0
think the very,1,1.0
bed where i,1,1.0
a short prom,1,1.0
eye can see,1,1.0
about u still,1,1.0
nor cajun enough,1,20.0
amp home depot,1,1.0
holiday a week,1,2.0
will continue writing,1,3.0
i hope filming,1,1.0
freaking broke have,1,1.0
my bday it,1,1.0
album off the,1,4.0
click the green,1,1.0
his lunch was,1,1.0
it weird when,1,1.0
great british bank,1,1.0
the link does,1,2.0
while i was,1,8.0
s abandoning the,1,25.0
up lets she,1,1.0
ve never heard,1,1.0
bad quality audio,1,1.0
ta wait until,1,1.0
me up in,1,1.0
flu cause i,1,1.0
oclock lol nite,1,1.0
sell my gm,1,1.0
respond i m,1,1.0
much because none,1,6.0
uterus u wan,1,1.0
and raining here,1,7.0
a sunny walk,1,1.0
up late runnin,1,1.0
join the daily,1,1.0
all my fangirl,1,1.0
redgie s car,1,1.0
it was more,1,1.0
them are in,1,1.0
got to visit,1,1.0
about the same,1,1.0
fellow philly homegirl,1,3.0
got insurance forms,1,1.0
goes by well,1,1.0
hours ago i,1,1.0
sad but true,1,1.0
as the other,1,1.0
and nola this,1,1.0
to one window,1,1.0
about the bbq,1,1.0
i almost die,1,1.0
pleasure hear kelli,1,2.0
going let us,1,3.0
like hell good,1,54.0
paid to be,1,1.0
is returning at,1,1.0
heyy sweety how,1,1.0
write it xd,1,1.0
uk at all,1,1.0
too busy rocking,1,7.0
preheatin oven before,1,13.0
more jimmy cyber,1,2.0
research for me,1,3.0
back food was,1,19.0
not active here,1,4.0
audiotistic sneak your,1,1.0
a painful sunburn,1,4.0
babe have done,1,2.0
of what i,1,1.0
just chillin i,1,1.0
now but bugs,1,1.0
at my parents,1,1.0
friday only more,1,1.0
to cheer up,1,1.0
decorate my bedroom,1,1.0
there an english,1,1.0
was being attacked,1,2.0
the right one,1,1.0
is home yay,1,1.0
i so wish,1,1.0
in the hat,1,1.0
have paracetamol nice,1,1.0
the whole world,1,1.0
i m researching,1,1.0
on your left,1,2.0
valkyria chronicles requiemforthephantom,1,1.0
sauce huh i,1,1.0
account i love,1,1.0
so it was,1,1.0
oh hell yeah,1,1.0
whole lives in,1,1.0
guy the airport,1,1.0
performance i see,1,1.0
with u hahahahahahhah,1,1.0
guy even if,1,1.0
so me mine,1,1.0
kiau to go,1,1.0
hd so waiting,1,1.0
jst added incentive,1,1.0
talk with your,1,1.0
the wonder years,1,1.0
awards go vote,1,1.0
fitness regime coming,1,1.0
if she can,1,3.0
hey nia i,1,3.0
work very very,1,2.0
fly with my,1,2.0
clock into work,1,1.0
ftw jimmy needs,1,1.0
luckily im not,1,1.0
s wide enough,1,1.0
best of aots,1,1.0
weekend wo nt,1,1.0
yes rays beat,1,1.0
simon i m,1,1.0
probably has like,1,1.0
na do some,1,1.0
film real women,1,1.0
my password was,1,1.0
lots of inside,1,1.0
yes dear i,1,1.0
sleep i got,1,1.0
the shop right,1,83.0
truck did u,1,18.0
ms twitterworld only,1,2.0
those crispy waffles,1,1.0
when swine flu,1,1.0
direct msg someone,1,2.0
the quot talk,1,30.0
hates the sound,1,68.0
on her way,1,9.0
s go pens,1,3.0
of the party,1,1.0
heading home from,1,1.0
eating and meeting,1,1.0
week then we,1,1.0
being an elite,1,10.0
chicken noodle soup,1,1.0
supposed to put,1,1.0
to sweden i,1,1.0
i know one,1,1.0
a long line,1,1.0
have the adam,1,1.0
i see and,1,1.0
same as i,1,1.0
hope to check,1,1.0
or maybe you,1,1.0
lol oh well,1,1.0
luckily they also,1,1.0
moss doesnt work,1,1.0
hard to send,1,1.0
love reeces but,1,1.0
way now i,1,1.0
s captain s,1,5.0
advert for attics,1,1.0
s fricken hot,1,1.0
some research for,1,1.0
wake up to,1,1.0
house on the,1,1.0
keep working on,1,1.0
when the weather,1,1.0
last friday of,1,1.0
up quot was,1,1.0
i prefer pizza,1,1.0
library equivalent of,1,1.0
them half my,1,1.0
it is cloudy,1,1.0
signed up to,1,15.0
charger in toy,1,1.0
slaves but it,1,2.0
management will get,1,4.0
free drinks thats,1,14.0
look i m,1,1.0
hi guys guess,1,1.0
twit u all,1,1.0
holding all of,1,1.0
obv nd i,1,1.0
watched a michael,1,1.0
rip out mariqueen,1,1.0
snazzed up my,1,1.0
out new minute,1,1.0
no mine looks,1,1.0
taught to asians,1,1.0
also wants2 know,1,1.0
for a goingaway,1,3.0
never yet left,1,1.0
my love im,1,1.0
well hit me,1,1.0
engines video games,1,1.0
than surgery day,1,1.0
flight is at,1,14.0
ok cool will,1,4.0
meann look at,1,11.0
probs with his,1,1.0
ll go everywhere,1,2.0
end i would,1,1.0
so much gray,1,1.0
can come over,1,1.0
ca nt toy,1,1.0
u talk to,1,1.0
cobra s new,1,1.0
y car is,1,1.0
got to it,1,1.0
in sunny degree,1,1.0
now is heading,1,1.0
bad i got,1,1.0
brother is i,1,11.0
the sun shine,1,1.0
office also comedy,1,1.0
us signaling for,1,1.0
quot not everyone,1,1.0
i like em,1,1.0
of the problem,1,1.0
is out can,1,1.0
to some brandy,1,1.0
up quot for,1,1.0
past couple of,1,2.0
southpark for another,1,1.0
in the keys,1,1.0
these days but,1,1.0
from nzntm i,1,1.0
only mike i,1,1.0
the movie i,1,1.0
too early for,1,1.0
that im so,1,1.0
leaked live if,1,2.0
so much potential,1,1.0
yes as if,1,1.0
used to the,1,1.0
that mad men,1,1.0
lol u got,1,1.0
neighbors cat died,1,1.0
pag after dinner,1,1.0
pure bs but,1,1.0
you considered cordoning,1,1.0
sad to say,1,2.0
to quot soulja,1,1.0
more for you,1,1.0
to see matt,1,1.0
our room in,1,1.0
booked over tother,1,1.0
so less URL,1,1.0
last winter only,1,1.0
and cold nose,1,1.0
italy several times,1,1.0
it takes tim,1,1.0
heading east mrsal65,1,4.0
bull hmm you,1,3.0
all depends undergarments,1,1.0
today will close,1,1.0
states weeks go,1,1.0
for the cobracam,1,11.0
of my hacks,1,2.0
stuff and found,1,6.0
you lost at,1,1.0
the chew aerobics,1,1.0
for the wonder,1,1.0
first we may,1,1.0
joined twitter hiya,1,4.0
going to jamba,1,2.0
finally having dinner,1,1.0
on disney channel,1,1.0
dana just found,1,1.0
s quite fast,1,5.0
there is nothing,1,2.0
s version in,1,2.0
is now yrs,1,3.0
on the air,1,1.0
download this week,1,1.0
i am trying,1,1.0
night demo wo,1,2.0
back to default,1,3.0
with her how,1,1.0
a bag over,1,1.0
more now tho,1,1.0
see taylor swift,1,1.0
off to blue,1,1.0
and am quit,1,1.0
down to from,1,3.0
have never been,1,2.0
heading to a,1,1.0
to strike may,1,1.0
much for just,1,2.0
trip pero no,1,5.0
inflicted of course,1,8.0
the miss those,1,1.0
right now it,1,2.0
england so unfair,1,1.0
guys are like,1,1.0
today and there,1,1.0
outside with my,1,3.0
to speak about,1,1.0
quinn cstm hehehehe,1,1.0
go away tonigh,1,20.0
the luv.will be,1,1.0
go shower now,1,1.0
off and i,1,16.0
i help represent,1,1.0
uninvited in my,1,1.0
and ethics got,1,1.0
dreamt about monsters,1,1.0
be gloopy as,1,1.0
yeah how the,1,1.0
tweetstats i tweet,1,3.0
na call out,1,1.0
to get him,1,1.0
was anything there,1,1.0
morning tweeple way,1,1.0
rsvped qiuqiu s,1,1.0
is saying amp,1,1.0
was talkedabout it,1,1.0
yess time wake,1,2.0
drivein movie for,1,1.0
all that is,1,5.0
next live chat,1,2.0
at last night,1,1.0
relatively few people,1,1.0
the last g,1,2.0
working but it,1,1.0
question are you,1,1.0
ravenclaw quot account,1,1.0
get better though,1,8.0
s not twice,1,6.0
get some work,1,1.0
it it looks,1,1.0
world social networking,1,2.0
though his tv,1,1.0
at weigh in,1,1.0
the info you,1,1.0
work number to,1,1.0
still scared to,1,1.0
m a murdere,1,1.0
with ashleighh amp,1,3.0
with kaleidoscope eyes,1,2.0
from a large,1,1.0
keeps you at,1,1.0
bootay wheres the,1,1.0
free until tomorrow,1,1.0
i was invited,1,2.0
jello biafra at,1,1.0
nt listen so,1,1.0
about since when,1,1.0
says space and,1,2.0
time at six,1,1.0
shower before doctor,1,1.0
have more minutes,1,1.0
go home but,1,3.0
a bit disappointed,1,1.0
a foot pool,1,1.0
the hinckley half,1,1.0
we hvng zombie,1,1.0
yay free lunch,1,1.0
theme is on,1,1.0
admit though part,1,1.0
spain except without,1,1.0
hehe very true,1,1.0
the destruction of,1,1.0
took care of,1,1.0
miss grey s,1,1.0
oo taco cabanaa,1,1.0
my dad is,1,1.0
to sneeze very,1,1.0
get the location,1,1.0
on digg i,1,1.0
vote straight away,1,1.0
spite of me,1,1.0
pickup for mothers,1,1.0
olina off to,1,1.0
found my seat,1,1.0
few seats left,1,1.0
denver game to,1,1.0
alot tonight excited,1,2.0
hours work to,1,1.0
fine old british,1,2.0
and im writing,1,1.0
the same team,1,1.0
making yeah i,1,1.0
using a mail,1,1.0
no rather we,1,1.0
developed at asda,1,2.0
see foreign boys,1,1.0
it back databases,1,2.0
need to dress,1,2.0
coursework now promise,1,1.0
to sleep right,1,1.0
happy to be,1,1.0
think about the,1,1.0
any wrong pw,1,1.0
and doing absolutely,1,1.0
brum just more,1,1.0
what a crazy,1,1.0
things like that,1,1.0
toro toro quebec,1,3.0
tired but satisfying,1,1.0
is private and,1,1.0
you meanie the,1,1.0
its here hmm,1,1.0
guy told me,1,11.0
the weekend love,1,4.0
georgetown instead he,1,2.0
the birthday massacre,1,2.0
tila s last,1,1.0
should be djing,1,1.0
there will probably,1,1.0
boy who i,1,1.0
freezing im so,1,11.0
nanny s just,1,1.0
wo nt settle,1,1.0
like but the,1,1.0
and porky upset,1,2.0
country house comes,1,1.0
tried tho lolol,1,1.0
sounds of it,1,1.0
got a text,1,1.0
to service tonight,1,6.0
the us elle,1,1.0
both tons of,1,1.0
alright so day,1,1.0
bday it is,1,1.0
chocolates though you,1,1.0
minutes into the,1,1.0
tooth ache but,1,1.0
back home want,1,1.0
songs while trying,1,1.0
imo if it,1,1.0
small tweetbreak from,1,1.0
remember mary anto,1,5.0
do coz they,1,6.0
mention my bf,1,1.0
wildomar ca towing,1,1.0
and tell them,1,1.0
dreamt someone committed,1,1.0
killing themselves with,1,1.0
has uploaded her,1,1.0
makes phone calls,1,1.0
earlier this week,1,1.0
express lane this,1,68.0
boo well its,1,8.0
strange that is,1,1.0
oh yeah point,1,1.0
right through that,1,1.0
bullet s concert,1,1.0
friday thing work,1,1.0
one ill drive,1,1.0
of claires mags,1,1.0
martabak both tempting,1,1.0
comes home in,1,1.0
bought some nail,1,1.0
am coming now,1,1.0
i like telling,1,1.0
to me even,1,1.0
time mostly i,1,1.0
it that time,1,1.0
will not get,1,1.0
can find one,1,1.0
hi babe how,1,1.0
not saying tory,1,1.0
up and that,1,2.0
have to open,1,1.0
carleigh today both,1,1.0
to skip shopping,1,3.0
twitter everytime i,1,1.0
weeks ya ll,1,1.0
much i was,1,1.0
group of people,1,1.0
mom was and,1,12.0
the movies tonight,1,3.0
but we all,1,3.0
end and now,1,1.0
lap birthday tomorrow,1,6.0
i kinda wish,1,2.0
thinking it was,1,3.0
for the firmware,1,5.0
posting this from,1,1.0
cakes amp winks,1,1.0
new place yesterday,1,1.0
stop twitterin and,1,1.0
poor jayk try,1,8.0
went fishing how,1,1.0
at how far,1,1.0
celebrity nothing new,1,1.0
waa you too,1,1.0
hop is alive,1,1.0
another triple double,1,1.0
to email would,1,1.0
he s married,1,1.0
just say thanks,1,1.0
going home no,1,1.0
to eat an,1,1.0
jobs here this,1,1.0
kayleigh and i,1,1.0
with chocolates i,1,1.0
having a discussion,1,1.0
its twilight time,1,5.0
home friday makes,1,1.0
to get bailey,1,1.0
a coincidence i,1,1.0
spoke but when,1,1.0
can go too,1,1.0
my pocket and,1,1.0
instead of qo,1,1.0
the office solo,1,1.0
side deck is,1,1.0
why nobody write,1,1.0
w a huge,1,1.0
yup studying at,1,1.0
wash it right,1,1.0
to meet up,1,1.0
quot help quot,1,1.0
and some a,1,1.0
slept in with,1,1.0
to answer i,1,5.0
parks that might,1,8.0
i shall listen,1,1.0
all be sorted,1,2.0
expected a silverlight,1,1.0
no good tumors,1,1.0
huaa stress gila,1,1.0
barn would you,1,1.0
wrong haha now,1,1.0
i came back,1,1.0
s sac trip,1,3.0
new pinkish outfit,1,36.0
on season next,1,1.0
in yours and,1,1.0
it shannon could,1,1.0
quot la rosa,1,1.0
d know that,1,19.0
into the show,1,1.0
hour lunchbreak though,1,1.0
yeah and neither,1,1.0
and your team,1,1.0
be my dad,1,1.0
amp are laying,1,1.0
and start reading,1,1.0
some people and,1,1.0
kisha just my,1,1.0
nt so you,1,1.0
till my bday,1,1.0
mtml assignment but,1,1.0
funny i heart,1,1.0
haha im good,1,2.0
tonight sry bank,1,4.0
their site though,1,3.0
kitteh likes going,1,7.0
hash tag is,1,2.0
brother either mom,1,1.0
mates n millsy,1,1.0
m feelin fat,1,3.0
quester semester sequester,1,1.0
yeah guess we,1,1.0
am really busy,1,1.0
a threenight minimum,1,2.0
and maybe next,1,1.0
need make it,1,1.0
responding to me,1,1.0
can pass out,1,1.0
quot coding workshop,1,1.0
start from the,1,1.0
this one and,1,5.0
thanks those who,1,1.0
museum was fun,1,1.0
both indoor cats,1,2.0
i can officially,1,1.0
ulan how will,1,2.0
quot fightstar mercury,1,1.0
taskbased ux is,1,1.0
my camera and,1,1.0
is back on,1,1.0
it felt kinda,1,1.0
surf s up,1,1.0
was all gon,1,1.0
after all mammals,1,1.0
ll be listening,1,1.0
kudai a pop,1,1.0
dinghy being tossed,1,1.0
one on fonzie,1,2.0
up around science,1,7.0
do nt fully,1,1.0
is so sick,1,2.0
look tomorrow definitely,1,1.0
with minutes ng,1,1.0
feel so bad,1,1.0
do u really,1,1.0
my medicine misshu,1,1.0
see i got,1,2.0
eating it with,1,2.0
want the flu,1,1.0
when you are,1,1.0
with a sore,1,1.0
sure its all,1,1.0
staying home all,1,1.0
mean girl welcome,1,1.0
or the replies,1,1.0
home yay boo,1,1.0
playing uno URL,1,1.0
stuff i want,1,1.0
a bacon egg,1,1.0
how it worked,1,1.0
space in this,1,4.0
a perfect balance,1,1.0
because you i,1,2.0
hay youtube the,1,3.0
at the bill,1,1.0
today caled quot,1,1.0
dirty these days,1,1.0
that should answer,1,1.0
any given time,1,1.0
twitting what a,1,1.0
gear question i,1,1.0
would have taken,1,1.0
world.is it not,1,1.0
today have a,1,1.0
tea is gross,1,1.0
makes us slaves,1,1.0
ago that we,1,3.0
miss thick as,1,1.0
miss though lt,1,1.0
sap who works,1,15.0
he s sounding,1,11.0
end of his,1,2.0
loved it when,1,1.0
break from my,1,1.0
pics i m,1,1.0
has its own,1,1.0
lol i guess,1,1.0
from my desk,1,1.0
think its this,1,14.0
someone follow me,1,1.0
little time to,1,1.0
really tired at,1,1.0
during the day,1,1.0
it at my,1,2.0
but my mother,1,2.0
so my first,1,1.0
assembly action required,1,1.0
on and her,1,1.0
home for about,1,1.0
m off goodnight,1,1.0
nt be away,1,1.0
because this will,1,1.0
evolution quot or,1,1.0
of my models,1,1.0
what where are,1,1.0
the doctor again,1,1.0
to go device,1,1.0
such glorious weather,1,1.0
the same well,1,1.0
on skype but,1,3.0
horrific fight at,1,3.0
off to glue,1,1.0
is a week,1,1.0
again for more,1,12.0
are those going,1,23.0
this tour went,1,1.0
sa macbook pro,1,1.0
to go when,1,1.0
u guys r,1,1.0
nt allowed on,1,1.0
cycling miles and,1,2.0
and whataburger and,1,6.0
not on today,1,1.0
says a new,1,1.0
thanks it was,1,1.0
minute and cold,1,4.0
laundry amp i,1,1.0
the morning then,1,2.0
and jazzy i,1,1.0
churchill downs for,1,1.0
of basset hound,1,1.0
film called american,1,1.0
screws up again,1,1.0
we wait til,1,1.0
its summer my,1,1.0
from kind followers,1,1.0
see there were,1,1.0
really do mostly,1,1.0
open it s,1,1.0
the extinction of,1,1.0
home for the,1,1.0
yes hoping to,1,1.0
painting that was,1,1.0
my baby is,1,1.0
bra hope you,1,1.0
is ever gon,1,1.0
to rescue kitchen,1,1.0
playing i want,1,1.0
or for the,1,1.0
mean that in,1,1.0
to s cute,1,1.0
me technically it,1,7.0
ebay mile rule,1,1.0
day so here,1,1.0
braid each others,1,1.0
ugh i need,1,1.0
things he just,1,1.0
s day but,1,1.0
howz it going,1,1.0
learnt how to,1,1.0
entering your contest,1,1.0
nt study too,1,1.0
two day hangover,1,12.0
can anyone help,1,23.0
that prob wont,1,1.0
is still hurting,1,1.0
been eating us,1,1.0
wont go for,1,1.0
to hey zulu,1,1.0
musician and profit,1,1.0
it messed it,1,1.0
ta work amp,1,1.0
winter but not,1,1.0
put a case,1,1.0
may be rustling,1,1.0
will be another,1,1.0
just returned from,1,1.0
and anthony hamilton,1,1.0
life than most,1,1.0
missed hours of,1,1.0
show next week,1,1.0
least two gaggles,1,1.0
but i dunnoo,1,1.0
when dj talent,1,1.0
easton you could,1,1.0
is how it,1,1.0
be green for,1,1.0
going sold the,1,23.0
collabs too pass,1,1.0
is over it,1,1.0
yeah not sure,1,1.0
closed all three,1,1.0
was posting quot,1,1.0
louder but they,1,21.0
buenos dias mundo,1,1.0
everywhere the same,1,2.0
no sleep church,1,1.0
of the kid,1,1.0
yoga for school,1,1.0
pain all the,1,1.0
up my account,1,1.0
all the photos,1,1.0
me i died,1,1.0
then weekend is,1,1.0
big bucket of,1,1.0
part of these,1,1.0
can share still,1,1.0
had a family,1,1.0
just downloaded parnoid,1,1.0
the good stuff,1,1.0
everyone some respond,1,1.0
dm i wo,1,1.0
the worst semester,1,1.0
m varnishing my,1,1.0
for ya jesus,1,1.0
the rain cover,1,1.0
off and im,1,1.0
less that she,1,7.0
chill play xbox,1,1.0
break algebra test,1,1.0
flu beside i,1,1.0
batty is in,1,1.0
blood bros on,1,1.0
the end when,1,1.0
about people now,1,1.0
everyone has gone,1,1.0
have a lighter,1,1.0
me on im,1,1.0
bday earlier and,1,1.0
firefox what have,1,1.0
give out followfriday,1,1.0
you such a,1,1.0
the site from,1,1.0
we were able,1,1.0
you start at,1,1.0
is leaving london,1,1.0
know my bro,1,1.0
hey boys do,1,11.0
your pretty face,1,1.0
the family watching,1,1.0
cooks the mean,1,1.0
show listing and,1,1.0
tour dvd s,1,1.0
funeral for a,1,1.0
plot not as,1,1.0
economy no money,1,1.0
bailey s tongue,1,1.0
prefer more monday,1,1.0
free book or,1,1.0
na be out,1,1.0
dalden please those,1,1.0
the twittersphere would,1,3.0
wud but im,1,1.0
mesaj de eroare,1,1.0
lot of those,1,1.0
see now someone,1,1.0
photos to email,1,1.0
one will show,1,1.0
and trending topics,1,1.0
kick he shows,1,1.0
timberlake how you,1,2.0
official liberty grand,1,6.0
over and we,1,1.0
off to seek,1,1.0
ll try blah,1,1.0
dude i saw,1,1.0
stale cupcakes lol,1,1.0
to win tickets,1,1.0
should went to,1,1.0
need coffee too,1,1.0
nt seen in,1,1.0
at tvtotal URL,1,3.0
named grace amp,1,1.0
it take you,1,1.0
a site to,1,1.0
keep writing boo,1,1.0
s day everyone,1,1.0
to sign me,1,1.0
be alright but,1,1.0
my neighbor had,1,1.0
free twitter tools,1,1.0
eldorado house goodbye,1,1.0
updates until i,1,1.0
tonight see the,1,1.0
have the benefit,1,1.0
slept horribly last,1,1.0
by my cousin,1,2.0
read me like,1,1.0
while gon na,1,1.0
my college on,1,1.0
in drivers ed,1,1.0
my shelf with,1,1.0
da same color,1,1.0
attacking your keyboard,1,1.0
dion s quot,1,2.0
the groove of,1,1.0
boarding the uss,1,1.0
mapped u u,1,1.0
guitar when i,1,2.0
these hash tags,1,2.0
story my fault,1,1.0
do anything tonight,1,2.0
we re surviving,1,1.0
my leg its,1,1.0
the voice i,1,1.0
why not change,1,3.0
tomorrow got ta,1,1.0
shows and more,1,181.0
to do smile,1,13.0
boring but its,1,2.0
finale of the,1,1.0
to the retirement,1,1.0
i hope stalin,1,1.0
is cheering on,1,2.0
happened i missed,1,1.0
class color day,1,2.0
tonight couldnt fall,1,1.0
but i saw,1,1.0
stands for hoping,1,2.0
mind and never,1,3.0
like zammo on,1,17.0
soo worried it,1,1.0
enough to ever,1,1.0
finished her tennis,1,1.0
long day happy,1,1.0
but u dont,1,1.0
screen shortcut to,1,1.0
know i did,1,1.0
wish the machine,1,1.0
hope ur well,1,6.0
hectiv runny around,1,1.0
to bed only,1,1.0
i was busy,1,1.0
in my back,1,1.0
just spent all,1,1.0
have a chilled,1,1.0
all the songs,1,8.0
answered but i,1,2.0
the same you,1,1.0
should i naah,1,2.0
have school tomorrow,1,2.0
headed to i,1,1.0
a family emergency,1,5.0
reads quot digestif,1,1.0
already ended when,1,1.0
time ok literally,1,1.0
distractionbut sometimes you,1,1.0
least we are,1,1.0
haha yep that,1,1.0
bad as i,1,1.0
tumors go dan,1,1.0
who has time,1,1.0
goodniqht and happy,1,1.0
thinks i should,1,1.0
for my phone,1,1.0
i donot know,1,6.0
religious thing i,1,1.0
just a tease,1,2.0
