,textID,text,selected_text,sentiment
10719,82cfcadf20,"Tomorrow afternoon (well, later today actually) is a shoot with Seattle Sinner Newspaper and Femme Fatale Seattle photographers","Tomorrow afternoon (well, later today actually) is a shoot with Seattle Sinner Newspaper and Femme Fatale Seattle photographers",neutral
10721,2ccf8c3df9,My Blackberry's got a fatty (battery)  guess we're kinda in the same boat huh  ?,My Blackberry's got a fatty (battery)  guess we're kinda in the same boat huh  ?,neutral
10722,f1f6db7a1a,Is at the movies with the boyfriend!!,Is at the movies with the boyfriend!!,neutral
10723,88bc296af6," Yeah it did, it explained everything","Yeah it did, it explained everything",neutral
10726,ea5cdc6030,Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!,Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!,neutral
10728,1decf45f72,Early monday cramming... yay. Only a few weeks left,Early monday cramming... yay. Only a few weeks left,neutral
10730,10157a4b9f," yeah i think it just depends on what you're doing with it, but at least im getting it for free  ill miss my sk though",but at least im getting it for free  ill miss my sk though,neutral
10732,cdb1239bd9, Ready! Its raining in Miami though  Go Cavs right?,Ready! Its raining in Miami though  Go Cavs right?,neutral
10733,8edd9eb91d," - Tweetie is using Yfrog now, I think, so any chance of adding it to the in-client image viewing?","- Tweetie is using Yfrog now, I think, so any chance of adding it to the in-client image viewing?",neutral
10735,81e43552c2,i totally do not know how ticketless travel works,i totally do not know how ticketless travel works,neutral
10742,cbc2865e1a,"Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing","Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing",neutral
10746,c59d87fdd8,and we're back in buisiness,and we're back in buisiness,neutral
10747,d3dac1132e,I need a Xanax and have none,I need a Xanax and have none,neutral
10750,1014029e41,  Looks like the nap will have to wait. I'm still waiting on the poor guy,Looks like the nap will have to wait. I'm still waiting on the poor guy,neutral
10752,3efcfd5ebe,Sleppytime. Really missing my godfather right now. Love you Wayne,Really missing my godfather right now. Love you Wayne,neutral
10756,c2cc6d0c76,Time to rinse out my conditoner,Time to rinse out my conditoner,neutral
10757,96f3999235," seems that you,  and I are all ex-baristas!  Commonalities ftw!","seems that you,  and I are all ex-baristas!  Commonalities ftw",neutral
10760,19423385eb,"Home, getting ready to back to work on Monday.  Maternity leaves is up","Home, getting ready to back to work on Monday.  Maternity leaves is up",neutral
10761,68ed807d1b,"_bennett gotta go drive my Dad around today, but i'll be back this afternoon.","_bennett gotta go drive my Dad around today, but i'll be back this afternoon.",neutral
10766,6515dae75e,I should be DJing my prom! I'd do it for free...there prob gonna have a dj who's stuck in the 80's  boooooo,I should be DJing my prom! I'd do it for free...there prob gonna have a dj who's stuck in the 80's  boooooo,neutral
10767,65ec4f3b32," lol ik they are, but i figure i've kept it for a year+ without needing virus software or to get it fixed  sigh","lol ik they are, but i figure i've kept it for a year+ without needing virus software or to get it fixed  sigh",neutral
10768,b24b1e2373,Trying to save money for an iPod touch!,Trying to save money for an iPod touch!,neutral
10774,f027f06531,the sun is shinning! im off out!!,the sun is shinning! im off out!!,neutral
10775,fdc3815cee,http://twitpic.com/33hus that's my baby,http://twitpic.com/33hus that's my baby,neutral
10779,ed57123f1c, Tinkered with open-source Virtualbox &amp;Win7 yet? Would've loved to have seen you @ Hay. Always unfortunate timing for students,Tinkered with open-source Virtualbox &amp;Win7 yet? Would've loved to have seen you @ Hay. Always unfortunate timing for studen,neutral
10782,8d119275f0, i have tickets worth about 70 KD - about 880 Derham - for ta'3yeem my car's window,i have tickets worth about 70 KD - about 880 Derham - for ta'3yeem my car's window,neutral
10791,f771a2c384, ya'll going out without me,ya'll going out without me,neutral
10796,c52b6a65bd, that includes YOU.,that includes YOU.,neutral
10800,4a06159fcc, Yep!!,Yep!!,neutral
10803,04d4c83373," Yes, you make me want to be a better person, think I mentioned it before, will continue to do so. I'm still EVIL tho!","Yes, you make me want to be a better person, think I mentioned it before, will continue to do so. I'm still EVIL tho!",neutral
10806,130c2fd973,  me too! i don't know why every time i listen to it i start to cry!,me too! i don't know why every time i listen to it i start to cry!,neutral
10814,d46919e9b3,is wondering where all her friends went...,is wondering wh,neutral
10817,1bc5ee4931,"early morning~2:30 am~what's up? I am!~~!!played w/ my babies outside~wow~was in the 80's~felt great!~~got lonely, misses sissy and jess","early morning~2:30 am~what's up? I am!~~!!played w/ my babies outside~wow~was in the 80's~felt great!~~got lonely, misses sissy and jess",neutral
10820,0cb50ad240," Storysize is 2 (and it's posted as a short story, not one liner), but doesn't show up in any news friends can see. Only in wall","Storysize is 2 (and it's posted as a short story, not one liner), but doesn't show up in any news friends can see. Only in wall",neutral
10823,754fee0f03,So my first aid shift started out with some excitement but now it's kinda died down...  I wish I could do this more often!,So my first aid shift started out with some excitement but now it's kinda died down...  I wish I could do this more often!,neutral
10825,ef03a0271d, hahaha sa una lang yan!  i started with 40 minutes ng 5k.  that was a year ago.,hahaha sa una lang yan!  i started with 40 minutes ng 5k.  that was a year ago.,neutral
10826,94685b4441,"_Cullen26 yes, yes it is.","yes, yes it is.",neutral
10827,31376919f7,done with the packing and everything else ... leaving in 3 hours ...,done with the packing and everything else ... leaving in 3 hours ...,neutral
10829,d0479b09bb,being upset,being upset,neutral
10830,13faba9a16,5-4-09 what do you think ill be doing tonight,5-4-09 what do you think ill be doing tonight,neutral
10831,7b27e08bf1,  We forgive you and we have missed you!,We forgive you and we have missed you!,neutral
10841,c02ca1c762," it is very cheeky one, but nice too","it is very cheeky one, but nice too",neutral
10845,b9d5db933f,I got excited when I saw a bag in the place cookies usually live (when I get them). Unfortunately it was just my new prescription,I got excited when I saw a bag in the place cookies usually live (when I get them). Unfortunately it was just my new prescription,neutral
10850,e4e4b4662c, perhaps because it's 3 am Minday morning,perhaps because it's 3 am Minday morning,neutral
10853,9114e3fecc," Would *you* pay $60K for a lunch with Oscar de la Renta?  I don't see her hitting East Village shops, do you?","Would *you* pay $60K for a lunch with Oscar de la Renta?  I don't see her hitting East Village shops, do you?",neutral
10855,631efce27e,I can't sleep...I keep thinking about the puppy I played with today,I can't sleep...I keep thinking about the puppy I played with today,neutral
10863,dc699cc0c1,"Praying for pressure on brain 2 subside, for brain seizures 2 stop &amp; for tumors 2 go - Dan is comfortable but still has niggling cough","Praying for pressure on brain 2 subside, for brain seizures 2 stop &amp; for tumors 2 go - Dan is comfortable but still has niggling coug",neutral
10864,8eff5951e0,Ok we found our way now... I think  tonight let's just let go its dance time!,Ok we found our way now... I think  tonight let's just let go its dance time!,neutral
10865,d5d3fc0a59,"Finally feels like a nice summer day, and I'm feeling sick","Finally feels like a nice summer day, and I'm feeling sick",neutral
10866,3b4ffae81d,LA bound!!,LA bound!!,neutral
10869,2f79c7d9e0,Rickroll'd by iTunes on shuffle,Rickroll'd by iTunes on shuffle,neutral
10870,e2f9746b56, I follow u lol,I follow u lol,neutral
10872,122e401a45,  Scrub and moisturize... doesnt even sounds like 'showering'... maybe u should be inclined to follow me en. rephael,Scrub and moisturize... doesnt even sounds like 'showering'... maybe u should be inclined to follow me en. rephael,neutral
10873,255b599781, LOL! Let's find something quickly.,LOL! Let's find something quickly.,neutral
10877,9a03198e38," need some more enthu movie guys for that. Right now it's just you,  and @_Anshul","need some more enthu movie guys for that. Right now it's just you,  and @_Anshul",neutral
10879,b4e8ac4374,International Version of Stand By Me http://tiny.cc/pAVYi PlayingforChange.com,International Version of Stand By Me http://tiny.cc/pAVYi PlayingforChange.com,neutral
10880,8a3f7a714d,the coffee is in the making!,the coffee is in the making!,neutral
10882,30aba3dfc1, well then take your sexy **** to sleep then foo.  how as your weekend mami?,well then take your sexy **** to sleep then foo.  how as your weekend mami?,neutral
10883,5c916f3364,I can't help it if I'm a GRAMMAR NAZI!,I can't help it if I'm a GRAMMAR NAZI!,neutral
10884,ebcb14f8b5,Counting the minutes when my dad's g-friend is leaving,Counting the minutes when my dad's g-friend is leaving,neutral
10890,eefc505b2b,self-portrait week http://unbecominglily.blogspot.com/2009/05/announcing.html  would you like to join in?,self-portrait week http://unbecominglily.blogspot.com/2009/05/announcing.html  would you like to join in?,neutral
10892,002e5f6b54,Can't seem to find the new Mountain Dew Throwback in 12 packs....only in 1 liter bottles,Can't seem to find the new Mountain Dew Throwback in 12 packs....only in 1 liter bottles,neutral
10893,6ee7b5a972,  We are both following and I don't think I have seen him online lol,We are both following and I don't think I have seen him online lol,neutral
10894,c53e7f7415, I could get away with it. dare me? I'll go buy it tomorrow,I could get away with it. dare me? I'll go buy it tomorrow,neutral
10895,a8e2ad4a49,Getting used to this shoulder immobilizer thing. Even getting used to sleeping in the recliner.,Getting used to this shoulder immobilizer thing. Even getting used to sleeping in the recliner.,neutral
10896,a260fd32ce,Can't sleep but is happy that the Fugees are keeping him company,Can't sleep but is happy that the Fugees are keeping him company,neutral
10898,87473c996a,Added Twitter updates to  Facebook page at http://tinyurl.com/d4cxze wondering if this one will show up...,Added Twitter updates to  Facebook page at http://tinyurl.com/d4cxze wondering if this one will show up...,neutral
10899,3dc678e830, ok i got you! Knight!,ok i got you! Knight!,neutral
10900,c9d567bba5,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,neutral
